Card ID,Name,Faction,Rarity,Type/Subtype,Generated Prompt
SRP-BR-008-V-C,Wasteland Cook,Survivors,Common,Survivor,"Wasteland Cook, depicted as a Survivor in a abandoned roadside outpost. Style: cinematic digital painting with high detail and strong atmosphere. Mood: stoic, pragmatic, resilient. Faction Augments: scavenged gear, patched clothing, sun-bleached fabrics, improvised weapons and tools, weathered faces, survivalist ingenuity, nomadic camp resilience. Rarity Layer: Common (functional, modest, subdued, everyday; muted tones)"
SRP-BR-009-V-C,Wandering Peddler,Survivors,Common,Survivor,"Wandering Peddler, depicted as a Survivor in a ruined highway rest stop. Style: cinematic digital painting with high detail and strong atmosphere. Mood: stoic, pragmatic, resilient. Faction Augments: scavenged gear, patched clothing, sun-bleached fabrics, improvised weapons and tools, weathered faces, survivalist ingenuity, nomadic camp resilience. Rarity Layer: Common (functional, modest, subdued, everyday; muted tones)"
SRP-BR-010-V-C,Nomad Scout,Survivors,Common,Survivor,"Nomad Scout, depicted as a Survivor in a burnt forest edge camp. Style: cinematic digital painting with high detail and strong atmosphere. Mood: stoic, pragmatic, resilient. Faction Augments: scavenged gear, patched clothing, sun-bleached fabrics, improvised weapons and tools, weathered faces, survivalist ingenuity, nomadic camp resilience. Rarity Layer: Common (functional, modest, subdued, everyday; muted tones)"
SRP-BR-016-S-U,Quartermaster Brigg,Survivors,Uncommon,Specialist,"Quartermaster Brigg, depicted as a Specialist in a barren plains shanty. Style: cinematic digital painting with high detail and strong atmosphere. Mood: stoic, pragmatic, resilient. Faction Augments: scavenged gear, patched clothing, sun-bleached fabrics, improvised weapons and tools, weathered faces, survivalist ingenuity, nomadic camp resilience. Rarity Layer: Uncommon (refined, distinctive, slightly higher contrast and embellishment)"
SRP-BR-017-S-U,Medic Elena,Survivors,Uncommon,Specialist,"Medic Elena, depicted as a Specialist in a abandoned roadside outpost. Style: cinematic digital painting with high detail and strong atmosphere. Mood: stoic, pragmatic, resilient. Faction Augments: scavenged gear, patched clothing, sun-bleached fabrics, improvised weapons and tools, weathered faces, survivalist ingenuity, nomadic camp resilience. Rarity Layer: Uncommon (refined, distinctive, slightly higher contrast and embellishment)"
SRP-BR-018-S-U,Tinkerer Holt,Survivors,Uncommon,Specialist,"Tinkerer Holt, depicted as a Specialist in a ruined highway rest stop. Style: cinematic digital painting with high detail and strong atmosphere. Mood: stoic, pragmatic, resilient. Faction Augments: scavenged gear, patched clothing, sun-bleached fabrics, improvised weapons and tools, weathered faces, survivalist ingenuity, nomadic camp resilience. Rarity Layer: Uncommon (refined, distinctive, slightly higher contrast and embellishment)"
SRP-BR-019-S-U,Smuggler Jax,Survivors,Uncommon,Specialist,"Smuggler Jax, depicted as a Specialist in a burnt forest edge camp. Style: cinematic digital painting with high detail and strong atmosphere. Mood: stoic, pragmatic, resilient. Faction Augments: scavenged gear, patched clothing, sun-bleached fabrics, improvised weapons and tools, weathered faces, survivalist ingenuity, nomadic camp resilience. Rarity Layer: Uncommon (refined, distinctive, slightly higher contrast and embellishment)"
SRP-BR-020-S-U,Outfitter Mara,Survivors,Uncommon,Specialist,"Outfitter Mara, depicted as a Specialist in a barren plains shanty. Style: cinematic digital painting with high detail and strong atmosphere. Mood: stoic, pragmatic, resilient. Faction Augments: scavenged gear, patched clothing, sun-bleached fabrics, improvised weapons and tools, weathered faces, survivalist ingenuity, nomadic camp resilience. Rarity Layer: Uncommon (refined, distinctive, slightly higher contrast and embellishment)"
SRP-BR-010-E-R,Outpost Leader Kell,Survivors,Rare,Elite,"Outpost Leader Kell, depicted as a Elite in a abandoned roadside outpost. Style: cinematic digital painting with high detail and strong atmosphere. Mood: stoic, pragmatic, resilient. Faction Augments: scavenged gear, patched clothing, sun-bleached fabrics, improvised weapons and tools, weathered faces, survivalist ingenuity, nomadic camp resilience. Rarity Layer: Rare (striking, dramatic lighting, richer palettes, elevated presence)"
SRP-BR-011-E-R,Community Defender Ryn,Survivors,Rare,Elite,"Community Defender Ryn, depicted as a Elite in a ruined highway rest stop. Style: cinematic digital painting with high detail and strong atmosphere. Mood: stoic, pragmatic, resilient. Faction Augments: scavenged gear, patched clothing, sun-bleached fabrics, improvised weapons and tools, weathered faces, survivalist ingenuity, nomadic camp resilience. Rarity Layer: Rare (striking, dramatic lighting, richer palettes, elevated presence)"
SRP-BR-012-E-R,Gatekeeper of Hollow Falls,Survivors,Rare,Elite,"Gatekeeper of Hollow Falls, depicted as a Elite in a burnt forest edge camp. Style: cinematic digital painting with high detail and strong atmosphere. Mood: stoic, pragmatic, resilient. Faction Augments: scavenged gear, patched clothing, sun-bleached fabrics, improvised weapons and tools, weathered faces, survivalist ingenuity, nomadic camp resilience. Rarity Layer: Rare (striking, dramatic lighting, richer palettes, elevated presence)"
SRP-BR-007-L-L,The Last Mayor of Bitterroot,Survivors,Legendary,Legendary,"The Last Mayor of Bitterroot, depicted as a Legendary in a barren plains shanty. Style: cinematic digital painting with high detail and strong atmosphere. Mood: stoic, pragmatic, resilient. Faction Augments: scavenged gear, patched clothing, sun-bleached fabrics, improvised weapons and tools, weathered faces, survivalist ingenuity, nomadic camp resilience. Rarity Layer: Legendary (awe-inspiring, monumental, iconic composition)"
SRP-BR-008-L-L,The Bitterroot Warden,Survivors,Legendary,Legendary,"The Bitterroot Warden, depicted as a Legendary in a abandoned roadside outpost. Style: cinematic digital painting with high detail and strong atmosphere. Mood: stoic, pragmatic, resilient. Faction Augments: scavenged gear, patched clothing, sun-bleached fabrics, improvised weapons and tools, weathered faces, survivalist ingenuity, nomadic camp resilience. Rarity Layer: Legendary (awe-inspiring, monumental, iconic composition)"
SRP-BR-001-P-S,Espen Industries Founder,Special,Special,Special,"Espen Industries Founder, depicted as a Special with presentation as a journal sketch of uncertain origin. Style: cinematic digital painting blended with sketchbook illustration with graphite lines and ink smudges, aged and faded. Mood: mythic, uncertain, revered. Faction Augments: lost relic, mythic artifact, half-remembered story, whispered rumor. Rarity Layer: Artifact (mixed media—sketch/poster/icon/photo—aged, unique, mythic)."
SRP-BR-002-P-S,Lock & Sons Trade Charter,Special,Special,Special,"Lock & Sons Trade Charter, depicted as a Special with presentation as a propaganda poster of uncertain origin. Style: cinematic digital painting blended with weathered propaganda print with distressed inks and water damage. Mood: mythic, uncertain, revered. Faction Augments: lost relic, mythic artifact, half-remembered story, whispered rumor. Rarity Layer: Artifact (mixed media—sketch/poster/icon/photo—aged, unique, mythic)."
SRP-BR-003-P-S,Cult of Warlock Prayer Sheet,Special,Special,Special,"Cult of Warlock Prayer Sheet, depicted as a Special with presentation as a saintly icon of uncertain origin. Style: cinematic digital painting blended with oil-painted religious icon with cracked varnish and gilded edges. Mood: mythic, uncertain, revered. Faction Augments: lost relic, mythic artifact, half-remembered story, whispered rumor. Rarity Layer: Artifact (mixed media—sketch/poster/icon/photo—aged, unique, mythic)."
SRP-BR-004-P-S,Mutant Behemoth Krask,Special,Special,Special,"Mutant Behemoth Krask, depicted as a Special with presentation as a degraded photograph of uncertain origin. Style: cinematic digital painting blended with grainy, partially blurred photo with torn edges and sun-faded tones. Mood: mythic, uncertain, revered. Faction Augments: lost relic, mythic artifact, half-remembered story, whispered rumor. Rarity Layer: Artifact (mixed media—sketch/poster/icon/photo—aged, unique, mythic)."
SRP-BR-005-P-S,Mutant Ascendant Mireborn,Special,Special,Special,"Mutant Ascendant Mireborn, depicted as a Special with presentation as a journal sketch of uncertain origin. Style: cinematic digital painting blended with sketchbook illustration with graphite lines and ink smudges, aged and faded. Mood: mythic, uncertain, revered. Faction Augments: lost relic, mythic artifact, half-remembered story, whispered rumor. Rarity Layer: Artifact (mixed media—sketch/poster/icon/photo—aged, unique, mythic)."
SRP-BR-006-P-S,Aberrant Screecher,Special,Special,Special,"Aberrant Screecher, depicted as a Special with presentation as a propaganda poster of uncertain origin. Style: cinematic digital painting blended with weathered propaganda print with distressed inks and water damage. Mood: mythic, uncertain, revered. Faction Augments: lost relic, mythic artifact, half-remembered story, whispered rumor. Rarity Layer: Artifact (mixed media—sketch/poster/icon/photo—aged, unique, mythic)."
SRP-BR-007-P-S,Twisted Observer,Special,Special,Special,"Twisted Observer, depicted as a Special with presentation as a saintly icon of uncertain origin. Style: cinematic digital painting blended with oil-painted religious icon with cracked varnish and gilded edges. Mood: mythic, uncertain, revered. Faction Augments: lost relic, mythic artifact, half-remembered story, whispered rumor. Rarity Layer: Artifact (mixed media—sketch/poster/icon/photo—aged, unique, mythic)."
SRP-BR-008-P-S,Observer Prototype Relic,Special,Special,Special,"Observer Prototype Relic, depicted as a Special with presentation as a degraded photograph of uncertain origin. Style: cinematic digital painting blended with grainy, partially blurred photo with torn edges and sun-faded tones. Mood: mythic, uncertain, revered. Faction Augments: lost relic, mythic artifact, half-remembered story, whispered rumor. Rarity Layer: Artifact (mixed media—sketch/poster/icon/photo—aged, unique, mythic)."
SRP-BR-009-P-S,Bitterroot Map Fragment,Special,Special,Special,"Bitterroot Map Fragment, depicted as a Special with presentation as a journal sketch of uncertain origin. Style: cinematic digital painting blended with sketchbook illustration with graphite lines and ink smudges, aged and faded. Mood: mythic, uncertain, revered. Faction Augments: lost relic, mythic artifact, half-remembered story, whispered rumor. Rarity Layer: Artifact (mixed media—sketch/poster/icon/photo—aged, unique, mythic)."
SRP-BR-010-P-S,Rust Runner Banner,Special,Special,Special,"Rust Runner Banner, depicted as a Special with presentation as a propaganda poster of uncertain origin. Style: cinematic digital painting blended with weathered propaganda print with distressed inks and water damage. Mood: mythic, uncertain, revered. Faction Augments: lost relic, mythic artifact, half-remembered story, whispered rumor. Rarity Layer: Artifact (mixed media—sketch/poster/icon/photo—aged, unique, mythic)."
SRP-BR-011-P-S,Ancient Codelock,Special,Special,Special,"Ancient Codelock, depicted as a Special with presentation as a saintly icon of uncertain origin. Style: cinematic digital painting blended with oil-painted religious icon with cracked varnish and gilded edges. Mood: mythic, uncertain, revered. Faction Augments: lost relic, mythic artifact, half-remembered story, whispered rumor. Rarity Layer: Artifact (mixed media—sketch/poster/icon/photo—aged, unique, mythic)."
SRP-BR-012-P-S,Corroded Key,Special,Special,Special,"Corroded Key, depicted as a Special with presentation as a degraded photograph of uncertain origin. Style: cinematic digital painting blended with grainy, partially blurred photo with torn edges and sun-faded tones. Mood: mythic, uncertain, revered. Faction Augments: lost relic, mythic artifact, half-remembered story, whispered rumor. Rarity Layer: Artifact (mixed media—sketch/poster/icon/photo—aged, unique, mythic)."
SRP-BR-013-P-S,A Survivalist’s Token,Special,Special Collectible,Special,"A Survivalist’s Token, depicted as a Special with presentation as a journal sketch of uncertain origin. Style: cinematic digital painting blended with sketchbook illustration with graphite lines and ink smudges, aged and faded. Mood: mythic, uncertain, revered. Faction Augments: lost relic, mythic artifact, half-remembered story, whispered rumor. Rarity Layer: Artifact (mixed media—sketch/poster/icon/photo—aged, unique, mythic)."
SRP-BR-014-P-S,The Bitterroot Seed,Special,Special Collectible,Special,"The Bitterroot Seed, depicted as a Special with presentation as a propaganda poster of uncertain origin. Style: cinematic digital painting blended with weathered propaganda print with distressed inks and water damage. Mood: mythic, uncertain, revered. Faction Augments: lost relic, mythic artifact, half-remembered story, whispered rumor. Rarity Layer: Artifact (mixed media—sketch/poster/icon/photo—aged, unique, mythic)."
SRP-BR-015-P-S,Warlock’s Sermon,Special,Special Collectible,Special,"Warlock’s Sermon, depicted as a Special with presentation as a saintly icon of uncertain origin. Style: cinematic digital painting blended with oil-painted religious icon with cracked varnish and gilded edges. Mood: mythic, uncertain, revered. Faction Augments: lost relic, mythic artifact, half-remembered story, whispered rumor. Rarity Layer: Artifact (mixed media—sketch/poster/icon/photo—aged, unique, mythic)."
SRP-BR-016-P-S,Survivor Diary,Special,Special Collectible,Special,"Survivor Diary, depicted as a Special with presentation as a degraded photograph of uncertain origin. Style: cinematic digital painting blended with grainy, partially blurred photo with torn edges and sun-faded tones. Mood: mythic, uncertain, revered. Faction Augments: lost relic, mythic artifact, half-remembered story, whispered rumor. Rarity Layer: Artifact (mixed media—sketch/poster/icon/photo—aged, unique, mythic)."
SRP-BR-017-P-S,Founders’ Pact,Special,Special,Special,"Founders’ Pact, depicted as a Special with presentation as a journal sketch of uncertain origin. Style: cinematic digital painting blended with sketchbook illustration with graphite lines and ink smudges, aged and faded. Mood: mythic, uncertain, revered. Faction Augments: lost relic, mythic artifact, half-remembered story, whispered rumor. Rarity Layer: Artifact (mixed media—sketch/poster/icon/photo—aged, unique, mythic)."
SRP-BR-018-P-S,Angel’s Tear,Special,Special Collectible,Special,"Angel’s Tear, depicted as a Special with presentation as a propaganda poster of uncertain origin. Style: cinematic digital painting blended with weathered propaganda print with distressed inks and water damage. Mood: mythic, uncertain, revered. Faction Augments: lost relic, mythic artifact, half-remembered story, whispered rumor. Rarity Layer: Artifact (mixed media—sketch/poster/icon/photo—aged, unique, mythic)."
SRP-BR-019-P-S,The Last Survivor,Special,Special Collectible,Special,"The Last Survivor, depicted as a Special with presentation as a saintly icon of uncertain origin. Style: cinematic digital painting blended with oil-painted religious icon with cracked varnish and gilded edges. Mood: mythic, uncertain, revered. Faction Augments: lost relic, mythic artifact, half-remembered story, whispered rumor. Rarity Layer: Artifact (mixed media—sketch/poster/icon/photo—aged, unique, mythic)."
SRP-BR-020-P-S,Relic of Ash,Special,Special Collectible,Special,"Relic of Ash, depicted as a Special with presentation as a degraded photograph of uncertain origin. Style: cinematic digital painting blended with grainy, partially blurred photo with torn edges and sun-faded tones. Mood: mythic, uncertain, revered. Faction Augments: lost relic, mythic artifact, half-remembered story, whispered rumor. Rarity Layer: Artifact (mixed media—sketch/poster/icon/photo—aged, unique, mythic)."
